"Gene ID","source_id","Organism","Product Description","Gene Type","Input ID","Gene Name or Symbol","gene_source_id"
"Tb927.9.12430","Tb927.9.12430:mRNA","T. brucei brucei TREU927","riboflavin kinase, putative","protein coding","Tb927.9.12410","null","Tb927.9.12430"
"Tb927.9.12440","Tb927.9.12440:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.12440","null","Tb927.9.12440"
"Tb927.9.12450","Tb927.9.12450:mRNA","T. brucei brucei TREU927","class I transcription factor A, subunit 2","protein coding","Tb927.9.12450","CITFA-2","Tb927.9.12450"
"Tb927.9.12470","Tb927.9.12470:mRNA","T. brucei brucei TREU927","inositol polyphosphate multikinase","protein coding","Tb927.9.12470","IPMK","Tb927.9.12470"
"Tb927.9.12500","Tb927.9.12500:mRNA","T. brucei brucei TREU927","Present in the outer mitochondrial membrane proteome 7","protein coding","Tb927.9.12500","POMP7","Tb927.9.12500"
"Tb927.9.12510","Tb927.9.12510:mRNA","T. brucei brucei TREU927","ATP-dependent DEAD/H RNA helicase, putative","protein coding","Tb927.9.12510","DED1","Tb927.9.12510"
"Tb927.9.12530","Tb927.9.12530:mRNA","T. brucei brucei TREU927","DnaJ domain containing protein, putative","protein coding","Tb927.9.12530","J71","Tb927.9.12530"
"Tb927.9.12680","Tb927.9.12680:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.12680","null","Tb927.9.12680"
"Tb927.9.12710","Tb927.9.12710:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.12710","null","Tb927.9.12710"
"Tb927.9.12720","Tb927.9.12720:mRNA","T. brucei brucei TREU927","Ribonuclease D","protein coding","Tb927.9.12720","RND","Tb927.9.12720"
"Tb927.9.12730","Tb927.9.12730:mRNA","T. brucei brucei TREU927","chaperone protein DnaJ, putative","protein coding","Tb927.9.12730","J50","Tb927.9.12730"
"Tb927.9.12740","Tb927.9.12740:mRNA","T. brucei brucei TREU927","Zeta toxin, putative","protein coding","Tb927.9.12740","null","Tb927.9.12740"
"Tb927.9.12750","Tb927.9.12750:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.12750","null","Tb927.9.12750"
"Tb927.9.12780","Tb927.9.12780:mRNA","T. brucei brucei TREU927","Leucine carboxyl methyltransferase/Cupin-like domain containing protein, putative","protein coding","Tb927.9.12780","null","Tb927.9.12780"
"Tb927.9.1280","Tb927.9.1280:mRNA","T. brucei brucei TREU927","variant surface glycoprotein (VSG, atypical), putative","protein coding","Tb927.9.1280","null","Tb927.9.1280"
"Tb927.9.12800","Tb927.9.12800:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.12800","null","Tb927.9.12800"
"Tb927.9.12820","Tb927.9.12820:mRNA","T. brucei brucei TREU927","dynein light chain, putative","protein coding","Tb927.9.12820","null","Tb927.9.12820"
"Tb927.9.12850","Tb927.9.12850:mRNA","T. brucei brucei TREU927","SpoU rRNA Methylase family, putative","protein coding","Tb927.9.12850","null","Tb927.9.12850"
"Tb927.9.12930","Tb927.9.12930:mRNA","T. brucei brucei TREU927","selenocysteine lyase","protein coding","Tb927.9.12910","null","Tb927.9.12930"
"Tb927.9.12950","Tb927.9.12950:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.12950","null","Tb927.9.12950"
"Tb927.9.12960","Tb927.9.12960:mRNA","T. brucei brucei TREU927","transporter, putative","protein coding","Tb927.9.12960","null","Tb927.9.12960"
"Tb927.9.12980","Tb927.9.12980:mRNA","T. brucei brucei TREU927","Alpha/beta hydrolase family, putative","protein coding","Tb927.9.12980","null","Tb927.9.12980"
"Tb927.9.12990","Tb927.9.12990:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.12990","null","Tb927.9.12990"
"Tb927.9.13030","Tb927.9.13030:mRNA","T. brucei brucei TREU927","QA-SNARE protein putative","protein coding","Tb927.9.13030","null","Tb927.9.13030"
"Tb927.9.13060","Tb927.9.13060:mRNA","T. brucei brucei TREU927","btb/poz domain containing protein, putative","protein coding","Tb927.9.13060","null","Tb927.9.13060"
"Tb927.9.13100","Tb927.9.13100:mRNA","T. brucei brucei TREU927","ankyrin repeat protein, putative","protein coding","Tb927.9.13100","null","Tb927.9.13100"
"Tb927.9.13110","Tb927.9.13110:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.13110","null","Tb927.9.13110"
"Tb927.9.13130","Tb927.9.13130:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.13130","null","Tb927.9.13130"
"Tb927.9.13140","Tb927.9.13140:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.13140","null","Tb927.9.13140"
"Tb927.9.13150","Tb927.9.13150:mRNA","T. brucei brucei TREU927","TFIIF-stimulated CTD phosphatase, putative","protein coding","Tb927.9.13150","null","Tb927.9.13150"
"Tb927.9.13200","Tb927.9.13200:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.9.13200","null","Tb927.9.13200"
"Tb927.9.13250","Tb927.9.13250:mRNA","T. brucei brucei TREU927","NADPH--cytochrome P450 reductase, putative","protein coding","Tb927.9.13250","CPR","Tb927.9.13250"
"Tb927.9.13320","Tb927.9.13320:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.13320","null","Tb927.9.13320"
"Tb927.9.13330","Tb927.9.13330:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.13330","null","Tb927.9.13330"
"Tb927.9.13340","Tb927.9.13340:mRNA","T. brucei brucei TREU927","Nop53 (60S ribosomal biogenesis), putative","protein coding","Tb927.9.13340","null","Tb927.9.13340"
"Tb927.9.13360","Tb927.9.13360:mRNA","T. brucei brucei TREU927","ubiquitin-protein ligase, putative","protein coding","Tb927.9.13360","upl3","Tb927.9.13360"
"Tb927.9.13380","Tb927.9.13380:mRNA","T. brucei brucei TREU927","Autophagy-related protein 24","protein coding","Tb927.9.13380","ATG24","Tb927.9.13380"
"Tb927.9.1340","Tb927.9.1340:mRNA","T. brucei brucei TREU927","Myosin-like protein 2","protein coding","Tb927.9.1340","MLP2","Tb927.9.1340"
"Tb927.9.13430","Tb927.9.13430:mRNA","T. brucei brucei TREU927","ubiquitin carboxyl-terminal hydrolase, putative","protein coding","Tb927.9.13430","null","Tb927.9.13430"
"Tb927.9.13440","Tb927.9.13440:mRNA","T. brucei brucei TREU927","Flagellar Member 5","protein coding","Tb927.9.13440","FLAM5","Tb927.9.13440"
"Tb927.9.13470","Tb927.9.13470:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.13470","null","Tb927.9.13470"
"Tb927.9.13490","Tb927.9.13490:mRNA","T. brucei brucei TREU927","metallo-peptidase, Clan MG, Family M24","protein coding","Tb927.9.13490","null","Tb927.9.13490"
"Tb927.9.13510","Tb927.9.13510:mRNA","T. brucei brucei TREU927","Poly(A)-specific ribonuclease PARN-3","protein coding","Tb927.9.13510","parn3","Tb927.9.13510"
"Tb927.9.13520","Tb927.9.13520:mRNA","T. brucei brucei TREU927","Importin 1","protein coding","Tb927.9.13520","IMP1","Tb927.9.13520"
"Tb927.9.13570","Tb927.9.13570:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.13570","null","Tb927.9.13570"
"Tb927.9.13580","Tb927.9.13580:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.13580","null","Tb927.9.13580"
"Tb927.9.1360","Tb927.9.1360:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1360","null","Tb927.9.1360"
"Tb927.9.13610","Tb927.9.13610:mRNA","T. brucei brucei TREU927","helicase, putative","protein coding","Tb927.9.13610","null","Tb927.9.13610"
"Tb927.9.13770","Tb927.9.13770:mRNA","T. brucei brucei TREU927","proteasome complex subunit Rpn13 ubiquitin receptor, putative","protein coding","Tb927.9.13770","null","Tb927.9.13770"
"Tb927.9.13780","Tb927.9.13780:mRNA","T. brucei brucei TREU927","Mitochondrial SSU ribosomal protein, putative","protein coding","Tb927.9.13780","null","Tb927.9.13780"
"Tb927.9.1380","Tb927.9.1380:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1380","null","Tb927.9.1380"
"Tb927.9.1390","Tb927.9.1390:mRNA","T. brucei brucei TREU927","CSL zinc finger, putative","protein coding","Tb927.9.1390","null","Tb927.9.1390"
"Tb927.9.1400","Tb927.9.1400:mRNA","T. brucei brucei TREU927","kynurenine 3-monooxygenase, putative","protein coding","Tb927.9.1400","null","Tb927.9.1400"
"Tb927.9.14000","Tb927.9.14000:mRNA","T. brucei brucei TREU927","60S ribosomal protein L12, putative","protein coding","Tb927.9.14000","null","Tb927.9.14000"
"Tb927.9.14050","Tb927.9.14050:mRNA","T. brucei brucei TREU927","Lipase (class 3), putative","protein coding","Tb927.9.14050","null","Tb927.9.14050"
"Tb927.9.14080","Tb927.9.14080:mRNA","T. brucei brucei TREU927","vesicle-associated membrane protein, putative","protein coding","Tb927.9.14080","null","Tb927.9.14080"
"Tb927.9.1410","Tb927.9.1410:mRNA","T. brucei brucei TREU927","SUMO-interacting motif-containing protein","protein coding","Tb927.9.1410","null","Tb927.9.1410"
"Tb927.9.14100","Tb927.9.14100:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.14100","null","Tb927.9.14100"
"Tb927.9.14180","Tb927.9.14180:mRNA","T. brucei brucei TREU927","chaperone protein DnaJ, putative","protein coding","Tb927.9.14180","J39","Tb927.9.14180"
"Tb927.9.14190","Tb927.9.14190:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.14190","null","Tb927.9.14190"
"Tb927.9.1420","Tb927.9.1420:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1420","null","Tb927.9.1420"
"Tb927.9.14200","Tb927.9.14200:mRNA","T. brucei brucei TREU927","methyltransferase domain containing protein, putative","protein coding","Tb927.9.14200","null","Tb927.9.14200"
"Tb927.9.14230","Tb927.9.14230:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.14230","null","Tb927.9.14230"
"Tb927.9.14240","Tb927.9.14240:mRNA","T. brucei brucei TREU927","Nucleoporin NUP82","protein coding","Tb927.9.14240","NUP82","Tb927.9.14240"
"Tb927.9.14260","Tb927.9.14260:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.14260","null","Tb927.9.14260"
"Tb927.9.14280","Tb927.9.14280:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.14280","null","Tb927.9.14280"
"Tb927.9.14290","Tb927.9.14290:mRNA","T. brucei brucei TREU927","Cytokinesis initiation factor 2","protein coding","Tb927.9.14290","CIF2","Tb927.9.14290"
"Tb927.9.14330","Tb927.9.14330:mRNA","T. brucei brucei TREU927","mismatch repair protein PMS1, putative","protein coding","Tb927.9.14330","null","Tb927.9.14330"
"Tb927.9.14400","Tb927.9.14400:mRNA","T. brucei brucei TREU927","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.9.14400","null","Tb927.9.14400"
"Tb927.9.14410","Tb927.9.14410:mRNA","T. brucei brucei TREU927","RNA 3'-terminal phosphate cyclase, putative","protein coding","Tb927.9.14410","null","Tb927.9.14410"
"Tb927.9.14430","Tb927.9.14430:mRNA","T. brucei brucei TREU927","Casein kinase II","protein coding","Tb927.9.14430","CK2A1","Tb927.9.14430"
"Tb927.9.14440","Tb927.9.14440:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.9.14440","null","Tb927.9.14440"
"Tb927.9.14470","Tb927.9.14470:mRNA","T. brucei brucei TREU927","ubiquitin carboxyl-terminal hydrolase, putative","protein coding","Tb927.9.14470","null","Tb927.9.14470"
"Tb927.9.14570","Tb927.9.14570:mRNA","T. brucei brucei TREU927","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.9.14550","null","Tb927.9.14570"
"Tb927.9.14650","Tb927.9.14650:mRNA","T. brucei brucei TREU927","SLACS retrotransposable element (part), putative (pseudogene)","protein coding","Tb927.9.14650","null","Tb927.9.14650"
"Tb927.9.1470","Tb927.9.1470:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1470","null","Tb927.9.1470"
"Tb927.9.14940","Tb927.9.14940:mRNA","T. brucei brucei TREU927","SLACS reverse transcriptase, putative","protein coding","Tb927.9.14940","null","Tb927.9.14940"
"Tb927.9.14990","Tb927.9.14990:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.14990","null","Tb927.9.14990"
"Tb927.9.15020","Tb927.9.15020.1:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.15020","null","Tb927.9.15020"
"Tb927.9.15020","Tb927.9.15020.2:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.15020","null","Tb927.9.15020"
"Tb927.9.15030","Tb927.9.15030:mRNA","T. brucei brucei TREU927","DNA polymerase epsilon subunit B, putative","protein coding","Tb927.9.15030","null","Tb927.9.15030"
"Tb927.9.15050","Tb927.9.15050:mRNA","T. brucei brucei TREU927","nexin-dynein regulatory complex 4","protein coding","Tb927.9.15050","DRC4","Tb927.9.15050"
"Tb927.9.15060","Tb927.9.15060:mRNA","T. brucei brucei TREU927","rRNA processing protein, putative","protein coding","Tb927.9.15060","null","Tb927.9.15060"
"Tb927.9.15070","Tb927.9.15070:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.15070","null","Tb927.9.15070"
"Tb927.9.15090","Tb927.9.15090:mRNA","T. brucei brucei TREU927","cytosolic coat protein, putative","protein coding","Tb927.9.15090","null","Tb927.9.15090"
"Tb927.9.15100","Tb927.9.15100:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.15100","null","Tb927.9.15100"
"Tb927.9.15190","Tb927.9.15190:mRNA","T. brucei brucei TREU927","ribosomal protein L15, putative","protein coding","Tb927.9.15190","null","Tb927.9.15190"
"Tb927.9.1520","Tb927.9.1520:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1520","null","Tb927.9.1520"
"Tb927.9.15230","Tb927.9.15230:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.15230","null","Tb927.9.15230"
"Tb927.9.15240","Tb927.9.15240:mRNA","T. brucei brucei TREU927","ATP11 protein, putative","protein coding","Tb927.9.15240","null","Tb927.9.15240"
"Tb927.9.15260","Tb927.9.15260:mRNA","T. brucei brucei TREU927","ubx domain containing protein, putative","protein coding","Tb927.9.15260","null","Tb927.9.15260"
"Tb927.9.15270","Tb927.9.15270:mRNA","T. brucei brucei TREU927","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative","protein coding","Tb927.9.15270","null","Tb927.9.15270"
"Tb927.9.15290","Tb927.9.15290:mRNA","T. brucei brucei TREU927","CHAT domain containing protein, putative","protein coding","Tb927.9.15290","null","Tb927.9.15290"
"Tb927.9.1530","Tb927.9.1530:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1530","null","Tb927.9.1530"
"Tb927.9.15330","Tb927.9.15330:mRNA","T. brucei brucei TREU927","U3 small nucleolar RNA-associated protein 6, putative","protein coding","Tb927.9.15330","null","Tb927.9.15330"
"Tb927.9.15350","Tb927.9.15350:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.15350","null","Tb927.9.15350"
"Tb927.9.15360","Tb927.9.15360:mRNA","T. brucei brucei TREU927","40S ribosomal protein S6, putative","protein coding","Tb927.9.15360","null","Tb927.9.15360"
"Tb927.9.15380","Tb927.9.15380:mRNA","T. brucei brucei TREU927","nadh-ubiquinone oxidoreductase 39 kda subunit","protein coding","Tb927.9.15380","NDUFA9","Tb927.9.15380"
"Tb927.9.15400","Tb927.9.15400:mRNA","T. brucei brucei TREU927","ankyrin-repeat protein, putative","protein coding","Tb927.9.15400","null","Tb927.9.15400"
"Tb927.9.15420","Tb927.9.15420:mRNA","T. brucei brucei TREU927","60S ribosomal protein L32","protein coding","Tb927.9.15420","null","Tb927.9.15420"
"Tb927.9.15460","Tb927.9.15460:mRNA","T. brucei brucei TREU927","calcium motive p-type ATPase, putative","protein coding","Tb927.9.15460","null","Tb927.9.15460"
"Tb927.9.15470","Tb927.9.15470:mRNA","T. brucei brucei TREU927","kinesin, putative","protein coding","Tb927.9.15470","null","Tb927.9.15470"
"Tb927.9.15570","Tb927.9.15570:mRNA","T. brucei brucei TREU927","BARP protein","protein coding","Tb927.9.15570","BARP","Tb927.9.15570"
"Tb927.9.1560","Tb927.9.1560:mRNA","T. brucei brucei TREU927","DnaJ domain containing protein, putative","protein coding","Tb927.9.1560","J73","Tb927.9.1560"
"Tb927.9.15630","Tb927.9.15630:mRNA","T. brucei brucei TREU927","BARP protein","protein coding","Tb927.9.15630","BARP","Tb927.9.15630"
"Tb927.9.15660","Tb927.9.15660:mRNA","T. brucei brucei TREU927","procyclic-enriched flagellar receptor adenylate cyclase 6","protein coding","Tb927.9.15660","ACP6","Tb927.9.15660"
"Tb927.9.15680","Tb927.9.15680:pseudogenic_transcript","T. brucei brucei TREU927","transferrin receptor subunit","protein coding","Tb927.9.15680","null","Tb927.9.15680"
"Tb927.9.1570","Tb927.9.1570:mRNA","T. brucei brucei TREU927","calcium/calmodulin-dependent protein kinase, putative","protein coding","Tb927.9.1570","null","Tb927.9.1570"
"Tb927.9.15820","Tb927.9.15820:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.15820","null","Tb927.9.15820"
"Tb927.9.15870","Tb927.9.15870:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.9.15870","null","Tb927.9.15870"
"Tb927.9.15890","Tb927.9.15890:mRNA","T. brucei brucei TREU927","expression site-associated gene 5 (ESAG5) protein, putative","protein coding","Tb927.9.15890","null","Tb927.9.15890"
"Tb927.9.15930","Tb927.9.15930:mRNA","T. brucei brucei TREU927","small GTPase, putative","protein coding","Tb927.9.15930","RAB1B","Tb927.9.15930"
"Tb927.9.16050","Tb927.9.16050:pseudogenic_transcript","T. brucei brucei TREU927","leucine-rich repeat protein (pseudogene), putative","protein coding","Tb927.9.16050","null","Tb927.9.16050"
"Tb927.9.16070","Tb927.9.16070:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.9.16070","null","Tb927.9.16070"
"Tb927.9.1610","Tb927.9.1610:mRNA","T. brucei brucei TREU927","CDP-diacylglycerol--inositol 3-phosphatidyltransferase, putative","protein coding","Tb927.9.1610","null","Tb927.9.1610"
"Tb927.9.16100","Tb927.9.16100:pseudogenic_transcript","T. brucei brucei TREU927","variant surface glycoprotein (VSG, pseudogene), putative","protein coding","Tb927.9.16100","null","Tb927.9.16100"
"Tb927.9.16130","Tb927.9.16130:pseudogenic_transcript","T. brucei brucei TREU927","variant surface glycoprotein (VSG, pseudogene), putative","protein coding","Tb927.9.16130","null","Tb927.9.16130"
"Tb927.9.16490","Tb927.9.16490:mRNA","T. brucei brucei TREU927","variant surface glycoprotein (VSG), putative","protein coding","Tb927.9.16490","null","Tb927.9.16490"
"Tb927.9.1650","Tb927.9.1650:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1650","null","Tb927.9.1650"
"Tb927.9.16640","Tb927.9.16640:mRNA","T. brucei brucei TREU927","variant surface glycoprotein (VSG), putative","protein coding","Tb927.9.16640","null","Tb927.9.16640"
"Tb927.9.1670","Tb927.9.1670:mRNA","T. brucei brucei TREU927","Aurora kinase 3, putative","protein coding","Tb927.9.1670","AUK3","Tb927.9.1670"
"Tb927.9.16890","Tb927.9.16890:pseudogenic_transcript","T. brucei brucei TREU927","variant surface glycoprotein (VSG, pseudogene), putative","protein coding","Tb927.9.16890","null","Tb927.9.16890"
"Tb927.9.1710","Tb927.9.1710:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1710","null","Tb927.9.1710"
"Tb927.9.1720","Tb927.9.1720:mRNA","T. brucei brucei TREU927","peroxisomal membrane protein 4, putative","protein coding","Tb927.9.1720","null","Tb927.9.1720"
"Tb927.9.1750","Tb927.9.1750:mRNA","T. brucei brucei TREU927","Fibronectin type III domain containing protein, putative","protein coding","Tb927.9.1750","null","Tb927.9.1750"
"Tb927.9.17770","Tb927.9.17770:pseudogenic_transcript","T. brucei brucei TREU927","variant surface glycoprotein (VSG, pseudogene), putative","protein coding","Tb927.9.17770","null","Tb927.9.17770"
"Tb927.9.1780","Tb927.9.1780:mRNA","T. brucei brucei TREU927","sec1 family transport protein, putative","protein coding","Tb927.9.1780","SLY1","Tb927.9.1780"
"Tb927.9.1910","Tb927.9.1910:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1910","null","Tb927.9.1910"
"Tb927.9.1920","Tb927.9.1920:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1920","null","Tb927.9.1920"
"Tb927.9.1940","Tb927.9.1940.1:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1940","null","Tb927.9.1940"
"Tb927.9.1940","Tb927.9.1940.2:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.1940","null","Tb927.9.1940"
"Tb927.9.1950","Tb927.9.1950:mRNA","T. brucei brucei TREU927","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative","protein coding","Tb927.9.1950","null","Tb927.9.1950"
"Tb927.9.2020","Tb927.9.2020:mRNA","T. brucei brucei TREU927","60S ribosomal protein L38, putative","protein coding","Tb927.9.2020","null","Tb927.9.2020"
"Tb927.9.2030","Tb927.9.2030:mRNA","T. brucei brucei TREU927","Orc1-like protein","protein coding","Tb927.9.2030","ORC1B","Tb927.9.2030"
"Tb927.9.2070","Tb927.9.2070.1:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2070","null","Tb927.9.2070"
"Tb927.9.2070","Tb927.9.2070.2:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2070","null","Tb927.9.2070"
"Tb927.9.2100","Tb927.9.2100:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2100","null","Tb927.9.2100"
"Tb927.9.2110","Tb927.9.2110:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2110","null","Tb927.9.2110"
"Tb927.9.2120","Tb927.9.2120:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2120","null","Tb927.9.2120"
"Tb927.9.2160","Tb927.9.2160:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2160","null","Tb927.9.2160"
"Tb927.9.2220","Tb927.9.2220:mRNA","T. brucei brucei TREU927","SUMO1/Ulp2, putative","protein coding","Tb927.9.2220","null","Tb927.9.2220"
"Tb927.9.2240","Tb927.9.2240:mRNA","T. brucei brucei TREU927","Pseudokinase, putative","protein coding","Tb927.9.2240","null","Tb927.9.2240"
"Tb927.9.2260","Tb927.9.2260:mRNA","T. brucei brucei TREU927","PQ loop repeat, putative","protein coding","Tb927.9.2260","null","Tb927.9.2260"
"Tb927.9.2290","Tb927.9.2290:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2290","null","Tb927.9.2290"
"Tb927.9.2320","Tb927.9.2320:mRNA","T. brucei brucei TREU927","methyltransferase domain containing protein, putative","protein coding","Tb927.9.2320","POMP1","Tb927.9.2320"
"Tb927.9.2390","Tb927.9.2390:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2390","null","Tb927.9.2390"
"Tb927.9.2420","Tb927.9.2420:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2420","null","Tb927.9.2420"
"Tb927.9.2450","Tb927.9.2450:mRNA","T. brucei brucei TREU927","electon transport protein SCO1/SCO2, putative","protein coding","Tb927.9.2450","null","Tb927.9.2450"
"Tb927.9.2470","Tb927.9.2470:mRNA","T. brucei brucei TREU927","nucleolar protein","protein coding","Tb927.9.2470","NOP86","Tb927.9.2470"
"Tb927.9.2490","Tb927.9.2490:mRNA","T. brucei brucei TREU927","nucleolar protein","protein coding","Tb927.9.2490","NOP66","Tb927.9.2490"
"Tb927.9.2580","Tb927.9.2580:mRNA","T. brucei brucei TREU927","deoxyhypusine hydroxylase, putative","protein coding","Tb927.9.2580","null","Tb927.9.2580"
"Tb927.9.2590","Tb927.9.2590:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2590","null","Tb927.9.2590"
"Tb927.9.2620","Tb927.9.2620:mRNA","T. brucei brucei TREU927","Domain of unknown function (DUF4460), putative","protein coding","Tb927.9.2620","null","Tb927.9.2620"
"Tb927.9.2650","Tb927.9.2650:mRNA","T. brucei brucei TREU927","Present in the outer mitochondrial membrane proteome 2","protein coding","Tb927.9.2650","POMP2","Tb927.9.2650"
"Tb927.9.2670","Tb927.9.2670:mRNA","T. brucei brucei TREU927","Engulfment and cell motility domain-containing protein","protein coding","Tb927.9.2670","POMP3","Tb927.9.2670"
"Tb927.9.2700","Tb927.9.2700:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.2700","null","Tb927.9.2700"
"Tb927.9.2760","Tb927.9.2760:mRNA","T. brucei brucei TREU927","EB1-like C-terminal motif containing protein, putative","protein coding","Tb927.9.2760","null","Tb927.9.2760"
"Tb927.9.2900","Tb927.9.2900:mRNA","T. brucei brucei TREU927","U3 small nucleolar RNA-associated protein 10, putative","protein coding","Tb927.9.2900","UTP10","Tb927.9.2900"
"Tb927.9.2910","Tb927.9.2910:mRNA","T. brucei brucei TREU927","histone acetyltransferase subunit NuA4, putative","protein coding","Tb927.9.2910","null","Tb927.9.2910"
"Tb927.9.2990","Tb927.9.2990:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.9.2990","null","Tb927.9.2990"
"Tb927.9.3030","Tb927.9.3030:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.3030","null","Tb927.9.3030"
"Tb927.9.3100","Tb927.9.3100:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.3100","null","Tb927.9.3100"
"Tb927.9.3120","Tb927.9.3120:mRNA","T. brucei brucei TREU927","STE/STE11 serine/threonine-protein kinase, putative","protein coding","Tb927.9.3120","null","Tb927.9.3120"
"Tb927.9.3130","Tb927.9.3130:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.3130","null","Tb927.9.3130"
"Tb927.9.3170","Tb927.9.3170:mRNA","T. brucei brucei TREU927","cytochrome oxidase subunit V","protein coding","Tb927.9.3170","COXV","Tb927.9.3170"
"Tb927.9.3260","Tb927.9.3260:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.9.3260","null","Tb927.9.3260"
"Tb927.9.3290","Tb927.9.3290:mRNA","T. brucei brucei TREU927","4F5 protein family, putative","protein coding","Tb927.9.3290","null","Tb927.9.3290"
"Tb927.9.3340","Tb927.9.3340:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.9.3340","null","Tb927.9.3340"
